INDEX;ORT;RICHTUNG;BETRAG;MONAT
7717;Basel;Eingang;120;4
7718;Lausanne;Ausgang;76673;6
7719;Chur;Eingang;10239;8
7720;Sion;Ausgang;28787;6
7721;St. Gallen;Eingang;17319;11
7722;Bern;Ausgang;2976;2
7723;Zürich;Eingang;31976;4
7724;Basel;Ausgang;72522;10
7725;Lausanne;Eingang;64287;6
7726;Chur;Ausgang;57902;8
7727;Sion;Eingang;13004;8
7728;St. Gallen;Ausgang;75468;4
7729;Bern;Eingang;12121;11
7730;Zürich;Ausgang;45199;2
7731;Basel;Eingang;9400;6
7732;Lausanne;Ausgang;23863;12
7733;Chur;Eingang;21610;11
7734;Sion;Ausgang;37661;8
7735;St. Gallen;Eingang;69086;8
7736;Bern;Ausgang;49451;1
7737;Zürich;Eingang;47120;5
7738;Basel;Ausgang;69105;1
7739;Lausanne;Eingang;17977;5
7740;Chur;Ausgang;2701;8
7741;Sion;Eingang;72469;6
7742;St. Gallen;Ausgang;29331;5
7743;Bern;Eingang;57780;4
7744;Zürich;Ausgang;46014;4
7745;Basel;Eingang;15514;4
7746;Lausanne;Ausgang;14312;5
7747;Chur;Eingang;24838;3
7748;Sion;Ausgang;46264;1
7749;St. Gallen;Eingang;144;11
7750;Bern;Ausgang;33579;6
7751;Zürich;Eingang;47209;7
7752;Basel;Ausgang;68505;12
7753;Lausanne;Eingang;53275;6
7754;Chur;Ausgang;12150;12
7755;Sion;Eingang;3686;1
7756;St. Gallen;Ausgang;2515;3
7757;Bern;Eingang;32999;6
7758;Zürich;Ausgang;12903;2
7759;Basel;Eingang;34406;5
7760;Lausanne;Ausgang;32220;5
7761;Chur;Eingang;72686;6
7762;Sion;Ausgang;44864;8
7763;St. Gallen;Eingang;23334;8
7764;Bern;Ausgang;15995;12
7765;Zürich;Eingang;21902;9
7766;Basel;Ausgang;799;12
7767;Lausanne;Eingang;43173;10
7768;Chur;Ausgang;70339;11
7769;Sion;Eingang;55753;10
7770;St. Gallen;Ausgang;39187;3
7771;Bern;Eingang;24290;10
7772;Zürich;Ausgang;1479;3
7773;Basel;Eingang;64582;2
7774;Lausanne;Ausgang;13485;10
7775;Chur;Eingang;6068;10
7776;Sion;Ausgang;18469;4
7777;St. Gallen;Eingang;55380;2
7778;Bern;Ausgang;52314;5
7779;Zürich;Eingang;17730;6
7780;Basel;Ausgang;8638;11
7781;Lausanne;Eingang;10646;3
7782;Chur;Ausgang;27056;7
7783;Sion;Eingang;46255;6
7784;St. Gallen;Ausgang;15910;11
7785;Bern;Eingang;64543;1
7786;Zürich;Ausgang;66245;8
7787;Basel;Eingang;13053;7
7788;Lausanne;Ausgang;50715;2
7789;Chur;Eingang;9076;5
7790;Sion;Ausgang;73338;10
7791;St. Gallen;Eingang;11563;2
7792;Bern;Ausgang;32378;8
7793;Zürich;Eingang;7023;1
7794;Basel;Ausgang;11764;12
7795;Lausanne;Eingang;49565;1
7796;Chur;Ausgang;55395;2
7797;Sion;Eingang;55124;8
7798;St. Gallen;Ausgang;4157;1
7799;Bern;Eingang;38946;2
7800;Zürich;Ausgang;6949;9
7801;Basel;Eingang;56345;1
7802;Lausanne;Ausgang;30827;9
7803;Chur;Eingang;53225;12
7804;Sion;Ausgang;46484;1
7805;St. Gallen;Eingang;40731;8
7806;Bern;Ausgang;27075;9
7807;Zürich;Eingang;10514;9
7808;Basel;Ausgang;76293;9
7809;Lausanne;Eingang;19460;3
7810;Chur;Ausgang;13389;11
7811;Sion;Eingang;39308;4
7812;St. Gallen;Ausgang;47448;10
7813;Bern;Eingang;60652;12
7814;Zürich;Ausgang;54608;9
7815;Basel;Eingang;37960;10
7816;Lausanne;Ausgang;15932;1
7817;Chur;Eingang;59248;7
7818;Sion;Ausgang;43393;5
7819;St. Gallen;Eingang;49222;8
7820;Bern;Ausgang;65157;10
7821;Zürich;Eingang;74923;4
7822;Basel;Ausgang;35700;11
7823;Lausanne;Eingang;36995;11
7824;Chur;Ausgang;38316;8
7825;Sion;Eingang;48643;3
7826;St. Gallen;Ausgang;45258;1
7827;Bern;Eingang;34725;9
7828;Zürich;Ausgang;9981;2
7829;Basel;Eingang;75032;2
7830;Lausanne;Ausgang;4974;12
7831;Chur;Eingang;28939;5
7832;Sion;Ausgang;3253;9
7833;St. Gallen;Eingang;34759;12
7834;Bern;Ausgang;18924;7
7835;Zürich;Eingang;40133;2
7836;Basel;Ausgang;10015;5
7837;Lausanne;Eingang;12065;6
7838;Chur;Ausgang;65418;5
7839;Sion;Eingang;76258;12
7840;St. Gallen;Ausgang;5085;3
7841;Bern;Eingang;56870;2
7842;Zürich;Ausgang;71424;3
7843;Basel;Eingang;74655;11
7844;Lausanne;Ausgang;32186;8
7845;Chur;Eingang;3147;5
7846;Sion;Ausgang;32967;3
7847;St. Gallen;Eingang;66228;2
7848;Bern;Ausgang;21652;12
7849;Zürich;Eingang;20278;8
7850;Basel;Ausgang;8897;12
7851;Lausanne;Eingang;27243;11
7852;Chur;Ausgang;34846;10
7853;Sion;Eingang;53092;8
7854;St. Gallen;Ausgang;67123;8
7855;Bern;Eingang;6018;10
7856;Zürich;Ausgang;10939;12
7857;Basel;Eingang;3371;8
7858;Lausanne;Ausgang;28098;4
7859;Chur;Eingang;23527;7
7860;Sion;Ausgang;70817;4
7861;St. Gallen;Eingang;41878;6
7862;Bern;Ausgang;58721;8
7863;Zürich;Eingang;9469;9
7864;Basel;Ausgang;72339;2
7865;Lausanne;Eingang;41315;8
7866;Chur;Ausgang;49102;1
7867;Sion;Eingang;66596;9
7868;St. Gallen;Ausgang;43823;5
7869;Bern;Eingang;73035;3
7870;Zürich;Ausgang;38425;5
7871;Basel;Eingang;7412;11
7872;Lausanne;Ausgang;72279;9
7873;Chur;Eingang;73237;7
7874;Sion;Ausgang;441;6
7875;St. Gallen;Eingang;45637;8
7876;Bern;Ausgang;74126;7
7877;Zürich;Eingang;66702;11
7878;Basel;Ausgang;23314;6
7879;Lausanne;Eingang;65729;4
7880;Chur;Ausgang;26448;7
7881;Sion;Eingang;61750;4
7882;St. Gallen;Ausgang;64338;5
7883;Bern;Eingang;73306;8
7884;Zürich;Ausgang;51703;6
7885;Basel;Eingang;63022;7
7886;Lausanne;Ausgang;10282;11
7887;Chur;Eingang;63332;11
7888;Sion;Ausgang;39807;4
7889;St. Gallen;Eingang;41924;5
7890;Bern;Ausgang;51415;12
7891;Zürich;Eingang;67669;12
7892;Basel;Ausgang;68650;1
7893;Lausanne;Eingang;51720;1
7894;Chur;Ausgang;11335;2
7895;Sion;Eingang;59862;8
7896;St. Gallen;Ausgang;18625;5
7897;Bern;Eingang;65232;8
7898;Zürich;Ausgang;31172;10
7899;Basel;Eingang;52588;12
7900;Lausanne;Ausgang;50522;12
7901;Chur;Eingang;73492;4
7902;Sion;Ausgang;6487;11
7903;St. Gallen;Eingang;44249;4
7904;Bern;Ausgang;46170;5
7905;Zürich;Eingang;29312;6
7906;Basel;Ausgang;13302;12
7907;Lausanne;Eingang;12268;9
7908;Chur;Ausgang;16720;2
7909;Sion;Eingang;31546;6
7910;St. Gallen;Ausgang;13257;11
7911;Bern;Eingang;31405;2
7912;Zürich;Ausgang;59640;10
7913;Basel;Eingang;75646;6
7914;Lausanne;Ausgang;17496;7
7915;Chur;Eingang;69994;10
7916;Sion;Ausgang;60355;7
7917;St. Gallen;Eingang;53556;3
7918;Bern;Ausgang;26920;3
7919;Zürich;Eingang;44562;8
7920;Basel;Ausgang;3261;11
7921;Lausanne;Eingang;65182;6
7922;Chur;Ausgang;3823;7
7923;Sion;Eingang;18010;11
7924;St. Gallen;Ausgang;15908;4
7925;Bern;Eingang;66141;5
7926;Zürich;Ausgang;67831;6
7927;Basel;Eingang;60429;8
7928;Lausanne;Ausgang;45481;1
7929;Chur;Eingang;71563;6
7930;Sion;Ausgang;77164;12
7931;St. Gallen;Eingang;54395;5
7932;Bern;Ausgang;10332;10
7933;Zürich;Eingang;20838;3
7934;Basel;Ausgang;53135;10
7935;Lausanne;Eingang;18581;1
7936;Chur;Ausgang;15799;1
7937;Sion;Eingang;26545;4
7938;St. Gallen;Ausgang;73020;2
7939;Bern;Eingang;8638;1
7940;Zürich;Ausgang;23014;12
7941;Basel;Eingang;29632;1
7942;Lausanne;Ausgang;12649;7
7943;Chur;Eingang;17152;1
7944;Sion;Ausgang;6277;7
7945;St. Gallen;Eingang;24802;3
7946;Bern;Ausgang;69545;8
7947;Zürich;Eingang;30956;9
7948;Basel;Ausgang;49629;9
7949;Lausanne;Eingang;26582;6
7950;Chur;Ausgang;25027;9
7951;Sion;Eingang;24020;7
7952;St. Gallen;Ausgang;31664;6
7953;Bern;Eingang;61473;5
7954;Zürich;Ausgang;10403;4
7955;Basel;Eingang;66320;2
7956;Lausanne;Ausgang;58972;11
7957;Chur;Eingang;66160;11
7958;Sion;Ausgang;19038;1
7959;St. Gallen;Eingang;28878;8
7960;Bern;Ausgang;47204;2
7961;Zürich;Eingang;57343;2
7962;Basel;Ausgang;31838;7
7963;Lausanne;Eingang;24037;4
7964;Chur;Ausgang;14672;12
7965;Sion;Eingang;67086;1
7966;St. Gallen;Ausgang;71715;9
7967;Bern;Eingang;38348;7
7968;Zürich;Ausgang;54847;7
7969;Basel;Eingang;19808;5
7970;Lausanne;Ausgang;43644;7
7971;Chur;Eingang;71138;8
7972;Sion;Ausgang;61098;12
7973;St. Gallen;Eingang;32757;6
7974;Bern;Ausgang;36986;12
7975;Zürich;Eingang;63647;6
7976;Basel;Ausgang;4615;1
7977;Lausanne;Eingang;58187;7
7978;Chur;Ausgang;7365;4
7979;Sion;Eingang;56720;2
7980;St. Gallen;Ausgang;14169;3
7981;Bern;Eingang;24408;11
7982;Zürich;Ausgang;41916;12
7983;Basel;Eingang;42919;12
7984;Lausanne;Ausgang;53002;6
7985;Chur;Eingang;69908;5
7986;Sion;Ausgang;6660;6
7987;St. Gallen;Eingang;71816;4
7988;Bern;Ausgang;31402;7
7989;Zürich;Eingang;14713;5
7990;Basel;Ausgang;27748;7
7991;Lausanne;Eingang;72014;10
7992;Chur;Ausgang;58784;8
7993;Sion;Eingang;34346;1
7994;St. Gallen;Ausgang;45445;6
7995;Bern;Eingang;49363;3
7996;Zürich;Ausgang;43907;11
7997;Basel;Eingang;59138;10
7998;Lausanne;Ausgang;6147;3
7999;Chur;Eingang;54708;6
8000;Sion;Ausgang;23068;12
8001;St. Gallen;Eingang;18430;1
8002;Bern;Ausgang;41858;6
8003;Zürich;Eingang;20281;6
8004;Basel;Ausgang;64539;11
8005;Lausanne;Eingang;11588;8
8006;Chur;Ausgang;66937;12
8007;Sion;Eingang;63943;7
8008;St. Gallen;Ausgang;54373;1
8009;Bern;Eingang;53256;12
8010;Zürich;Ausgang;3859;6
8011;Basel;Eingang;59142;7
8012;Lausanne;Ausgang;9108;4
8013;Chur;Eingang;19950;3
8014;Sion;Ausgang;17118;1
8015;St. Gallen;Eingang;67512;9
8016;Bern;Ausgang;67414;7
8017;Zürich;Eingang;10755;12
8018;Basel;Ausgang;39480;3
8019;Lausanne;Eingang;71009;9
8020;Chur;Ausgang;36253;1
8021;Sion;Eingang;12951;4
8022;St. Gallen;Ausgang;31644;5
8023;Bern;Eingang;26418;10
8024;Zürich;Ausgang;19633;8
8025;Basel;Eingang;52984;9
8026;Lausanne;Ausgang;42913;9
8027;Chur;Eingang;30843;11
8028;Sion;Ausgang;15353;4
8029;St. Gallen;Eingang;41327;12
8030;Bern;Ausgang;73978;10
8031;Zürich;Eingang;57925;2
8032;Basel;Ausgang;10826;7
8033;Lausanne;Eingang;77052;8
8034;Chur;Ausgang;26132;8
8035;Sion;Eingang;73137;9
8036;St. Gallen;Ausgang;44453;8
8037;Bern;Eingang;11379;1
8038;Zürich;Ausgang;506;5
8039;Basel;Eingang;25311;1
8040;Lausanne;Ausgang;23287;12
8041;Chur;Eingang;15936;10
8042;Sion;Ausgang;50653;2
8043;St. Gallen;Eingang;37194;3
8044;Bern;Ausgang;39977;10
8045;Zürich;Eingang;27037;4
8046;Basel;Ausgang;59882;8
8047;Lausanne;Eingang;41797;3
8048;Chur;Ausgang;24254;12
8049;Sion;Eingang;56930;1
8050;St. Gallen;Ausgang;7918;9
8051;Bern;Eingang;71197;2
8052;Zürich;Ausgang;24329;6
8053;Basel;Eingang;74685;9
8054;Lausanne;Ausgang;24926;1
8055;Chur;Eingang;75240;11
8056;Sion;Ausgang;64930;10
8057;St. Gallen;Eingang;66715;5
8058;Bern;Ausgang;51086;12
8059;Zürich;Eingang;56490;4
8060;Basel;Ausgang;6095;6
8061;Lausanne;Eingang;56648;11
8062;Chur;Ausgang;44250;6
8063;Sion;Eingang;26815;7
8064;St. Gallen;Ausgang;2612;9
8065;Bern;Eingang;40473;9
8066;Zürich;Ausgang;27188;9
8067;Basel;Eingang;8799;1
8068;Lausanne;Ausgang;16579;5
8069;Chur;Eingang;50771;10
8070;Sion;Ausgang;26185;12
8071;St. Gallen;Eingang;5566;2
8072;Bern;Ausgang;30401;6
8073;Zürich;Eingang;64255;6
8074;Basel;Ausgang;28075;10
8075;Lausanne;Eingang;61363;8
8076;Chur;Ausgang;35742;2
8077;Sion;Eingang;24235;10
8078;St. Gallen;Ausgang;60237;8
8079;Bern;Eingang;30290;6
8080;Zürich;Ausgang;50650;3
8081;Basel;Eingang;68802;7
8082;Lausanne;Ausgang;28571;2
8083;Chur;Eingang;32686;12
8084;Sion;Ausgang;47914;4
8085;St. Gallen;Eingang;28827;4
8086;Bern;Ausgang;46180;2
8087;Zürich;Eingang;43102;11
8088;Basel;Ausgang;75670;8
8089;Lausanne;Eingang;66204;8
8090;Chur;Ausgang;2346;7
8091;Sion;Eingang;72466;12
8092;St. Gallen;Ausgang;51962;5
8093;Bern;Eingang;49036;10
8094;Zürich;Ausgang;1870;5
8095;Basel;Eingang;17743;8
8096;Lausanne;Ausgang;23825;7
8097;Chur;Eingang;41941;7
8098;Sion;Ausgang;70773;1
8099;St. Gallen;Eingang;66698;5
8100;Bern;Ausgang;17477;10
8101;Zürich;Eingang;27120;2
8102;Basel;Ausgang;10614;9
8103;Lausanne;Eingang;71226;2
8104;Chur;Ausgang;67058;8
8105;Sion;Eingang;19884;3
8106;St. Gallen;Ausgang;62482;11
8107;Bern;Eingang;74007;12
8108;Zürich;Ausgang;54160;2
8109;Basel;Eingang;13634;6
8110;Lausanne;Ausgang;68704;1
8111;Chur;Eingang;43754;8
8112;Sion;Ausgang;57640;1
8113;St. Gallen;Eingang;10932;12
8114;Bern;Ausgang;3210;2
8115;Zürich;Eingang;60650;10
8116;Basel;Ausgang;56166;5
8117;Lausanne;Eingang;49265;3
8118;Chur;Ausgang;20169;5
8119;Sion;Eingang;30307;7
8120;St. Gallen;Ausgang;28635;1
8121;Bern;Eingang;60145;12
8122;Zürich;Ausgang;69749;3
8123;Basel;Eingang;40261;6
8124;Lausanne;Ausgang;10360;4
8125;Chur;Eingang;39088;10
8126;Sion;Ausgang;68401;7
8127;St. Gallen;Eingang;41318;8
8128;Bern;Ausgang;47981;11
8129;Zürich;Eingang;58428;8
8130;Basel;Ausgang;13450;2
8131;Lausanne;Eingang;69827;11
8132;Chur;Ausgang;3900;3
8133;Sion;Eingang;47745;5
8134;St. Gallen;Ausgang;12874;6
8135;Bern;Eingang;203;12
8136;Zürich;Ausgang;12395;8
8137;Basel;Eingang;38807;7
8138;Lausanne;Ausgang;3116;6
8139;Chur;Eingang;31470;10
8140;Sion;Ausgang;30170;1
8141;St. Gallen;Eingang;75736;2
8142;Bern;Ausgang;70909;11
8143;Zürich;Eingang;25243;3
8144;Basel;Ausgang;43689;8
8145;Lausanne;Eingang;42928;5
8146;Chur;Ausgang;19085;12
8147;Sion;Eingang;23301;12
8148;St. Gallen;Ausgang;6710;2
8149;Bern;Eingang;10866;3
8150;Zürich;Ausgang;11486;10
8151;Basel;Eingang;77486;9
8152;Lausanne;Ausgang;71479;9
8153;Chur;Eingang;17339;2
8154;Sion;Ausgang;8329;4
8155;St. Gallen;Eingang;47435;4
8156;Bern;Ausgang;61761;12
8157;Zürich;Eingang;1533;10
8158;Basel;Ausgang;70225;2
8159;Lausanne;Eingang;2513;1
8160;Chur;Ausgang;24092;12
8161;Sion;Eingang;44560;11
8162;St. Gallen;Ausgang;36265;3
8163;Bern;Eingang;13754;1
8164;Zürich;Ausgang;77203;10
8165;Basel;Eingang;15821;4
8166;Lausanne;Ausgang;76510;3
8167;Chur;Eingang;45677;4
8168;Sion;Ausgang;46934;8
8169;St. Gallen;Eingang;47663;5
8170;Bern;Ausgang;64014;12
8171;Zürich;Eingang;41595;5
8172;Basel;Ausgang;7139;5
8173;Lausanne;Eingang;73500;5
8174;Chur;Ausgang;56740;12
8175;Sion;Eingang;22118;8
8176;St. Gallen;Ausgang;867;9
8177;Bern;Eingang;71523;10
8178;Zürich;Ausgang;51281;4
8179;Basel;Eingang;22762;5
8180;Lausanne;Ausgang;53897;5
8181;Chur;Eingang;76870;7
8182;Sion;Ausgang;33314;2
8183;St. Gallen;Eingang;26029;11
8184;Bern;Ausgang;46998;12
8185;Zürich;Eingang;6159;12
8186;Basel;Ausgang;75901;10
8187;Lausanne;Eingang;10394;11
8188;Chur;Ausgang;52187;2
8189;Sion;Eingang;50577;9
8190;St. Gallen;Ausgang;77200;2
8191;Bern;Eingang;67978;8
8192;Zürich;Ausgang;45931;12
8193;Basel;Eingang;28036;9
8194;Lausanne;Ausgang;26124;3
8195;Chur;Eingang;57381;11
8196;Sion;Ausgang;9720;9
8197;St. Gallen;Eingang;61729;9
8198;Bern;Ausgang;45602;12
8199;Zürich;Eingang;30868;3
8200;Basel;Ausgang;21857;11
8201;Lausanne;Eingang;59802;6
8202;Chur;Ausgang;13217;5
8203;Sion;Eingang;29734;3
8204;St. Gallen;Ausgang;21374;10
8205;Bern;Eingang;36702;9
8206;Zürich;Ausgang;47017;7
8207;Basel;Eingang;58499;5
8208;Lausanne;Ausgang;2511;8
8209;Chur;Eingang;40010;8
8210;Sion;Ausgang;67957;12
8211;St. Gallen;Eingang;68691;2
8212;Bern;Ausgang;76093;1
8213;Zürich;Eingang;73325;1
8214;Basel;Ausgang;27906;2
8215;Lausanne;Eingang;13653;10
8216;Chur;Ausgang;65705;12
8217;Sion;Eingang;36654;4
8218;St. Gallen;Ausgang;14398;6
8219;Bern;Eingang;53863;11
8220;Zürich;Ausgang;13218;12
8221;Basel;Eingang;37404;8
8222;Lausanne;Ausgang;15569;8
8223;Chur;Eingang;13011;4
8224;Sion;Ausgang;77109;3
8225;St. Gallen;Eingang;43250;7
8226;Bern;Ausgang;44018;7
8227;Zürich;Eingang;69616;3
8228;Basel;Ausgang;2980;8
8229;Lausanne;Eingang;74579;12
8230;Chur;Ausgang;30131;6
8231;Sion;Eingang;73912;4
8232;St. Gallen;Ausgang;48511;9
8233;Bern;Eingang;25559;6
8234;Zürich;Ausgang;42799;2
8235;Basel;Eingang;12100;5
8236;Lausanne;Ausgang;54263;7
8237;Chur;Eingang;28259;10
8238;Sion;Ausgang;69678;2
8239;St. Gallen;Eingang;41863;4
8240;Bern;Ausgang;11119;1
8241;Zürich;Eingang;12356;10
8242;Basel;Ausgang;6136;3
8243;Lausanne;Eingang;43071;8
8244;Chur;Ausgang;69461;12
8245;Sion;Eingang;53128;3
8246;St. Gallen;Ausgang;27148;2
8247;Bern;Eingang;46632;9
8248;Zürich;Ausgang;16777;6
8249;Basel;Eingang;61338;9
8250;Lausanne;Ausgang;42666;3
8251;Chur;Eingang;73996;5
8252;Sion;Ausgang;2558;2
8253;St. Gallen;Eingang;76744;6
8254;Bern;Ausgang;3933;1
8255;Zürich;Eingang;58926;5
8256;Basel;Ausgang;39072;8
8257;Lausanne;Eingang;69185;11
8258;Chur;Ausgang;42743;9
8259;Sion;Eingang;58105;6
8260;St. Gallen;Ausgang;18076;7
8261;Bern;Eingang;27144;12
8262;Zürich;Ausgang;75963;8
8263;Basel;Eingang;13348;1
8264;Lausanne;Ausgang;70583;1
8265;Chur;Eingang;12318;1
8266;Sion;Ausgang;37542;6
8267;St. Gallen;Eingang;43765;6
8268;Bern;Ausgang;66713;5
8269;Zürich;Eingang;67750;6
8270;Basel;Ausgang;21484;1
8271;Lausanne;Eingang;6609;2
8272;Chur;Ausgang;43544;3
8273;Sion;Eingang;67673;5
8274;St. Gallen;Ausgang;30934;5
8275;Bern;Eingang;10226;6
8276;Zürich;Ausgang;44412;11
8277;Basel;Eingang;8789;3
8278;Lausanne;Ausgang;65652;1
8279;Chur;Eingang;66174;5
8280;Sion;Ausgang;75474;3
8281;St. Gallen;Eingang;65557;3
8282;Bern;Ausgang;8969;11
8283;Zürich;Eingang;7279;12
8284;Basel;Ausgang;36449;5
8285;Lausanne;Eingang;11852;6
8286;Chur;Ausgang;9074;6
8287;Sion;Eingang;55834;8
8288;St. Gallen;Ausgang;65590;4
8289;Bern;Eingang;60323;10
8290;Zürich;Ausgang;48461;12
8291;Basel;Eingang;42164;1
8292;Lausanne;Ausgang;16647;10
8293;Chur;Eingang;19650;7
8294;Sion;Ausgang;33414;11
8295;St. Gallen;Eingang;13167;8
8296;Bern;Ausgang;16055;10
8297;Zürich;Eingang;60240;8
8298;Basel;Ausgang;51462;11
8299;Lausanne;Eingang;25844;5
8300;Chur;Ausgang;67810;12
8301;Sion;Eingang;45108;2
8302;St. Gallen;Ausgang;62729;9
8303;Bern;Eingang;34301;1
8304;Zürich;Ausgang;68388;8
8305;Basel;Eingang;49792;5
8306;Lausanne;Ausgang;77072;6
8307;Chur;Eingang;41734;7
8308;Sion;Ausgang;31004;5
8309;St. Gallen;Eingang;31049;3
8310;Bern;Ausgang;5956;7
8311;Zürich;Eingang;45741;8
8312;Basel;Ausgang;49002;4
8313;Lausanne;Eingang;51617;11
8314;Chur;Ausgang;59856;2
8315;Sion;Eingang;54242;10
8316;St. Gallen;Ausgang;2518;8
8317;Bern;Eingang;5035;3
8318;Zürich;Ausgang;27052;1
8319;Basel;Eingang;19612;6
8320;Lausanne;Ausgang;61366;3
8321;Chur;Eingang;14649;12
8322;Sion;Ausgang;15487;10
8323;St. Gallen;Eingang;71296;5
8324;Bern;Ausgang;25598;7
8325;Zürich;Eingang;53769;10
8326;Basel;Ausgang;3888;6
8327;Lausanne;Eingang;26980;12
8328;Chur;Ausgang;24361;4
8329;Sion;Eingang;58449;10
8330;St. Gallen;Ausgang;69307;1
8331;Bern;Eingang;57840;10
8332;Zürich;Ausgang;48417;3
8333;Basel;Eingang;70558;4
8334;Lausanne;Ausgang;31585;7
8335;Chur;Eingang;44512;2
8336;Sion;Ausgang;25608;8
8337;St. Gallen;Eingang;25107;9
8338;Bern;Ausgang;64775;7
8339;Zürich;Eingang;40329;8
8340;Basel;Ausgang;19929;9
8341;Lausanne;Eingang;39783;11
8342;Chur;Ausgang;36117;5
8343;Sion;Eingang;60573;4
8344;St. Gallen;Ausgang;60015;5
8345;Bern;Eingang;2161;7
8346;Zürich;Ausgang;55224;5
8347;Basel;Eingang;51566;6
8348;Lausanne;Ausgang;26905;3
8349;Chur;Eingang;76417;4
8350;Sion;Ausgang;60044;6
8351;St. Gallen;Eingang;9533;6
8352;Bern;Ausgang;43542;4
8353;Zürich;Eingang;16828;7
8354;Basel;Ausgang;60138;7
8355;Lausanne;Eingang;32845;2
8356;Chur;Ausgang;70306;1
8357;Sion;Eingang;41312;3
8358;St. Gallen;Ausgang;32851;4
8359;Bern;Eingang;33057;12
8360;Zürich;Ausgang;52112;6
8361;Basel;Eingang;50427;7
8362;Lausanne;Ausgang;37129;6
8363;Chur;Eingang;26533;1
8364;Sion;Ausgang;76864;10
8365;St. Gallen;Eingang;19102;8
8366;Bern;Ausgang;42308;12
8367;Zürich;Eingang;7081;5
8368;Basel;Ausgang;49303;9
8369;Lausanne;Eingang;59210;5
8370;Chur;Ausgang;42755;6
8371;Sion;Eingang;24521;6
8372;St. Gallen;Ausgang;60558;4
8373;Bern;Eingang;36793;4
8374;Zürich;Ausgang;34544;3
8375;Basel;Eingang;9986;2
8376;Lausanne;Ausgang;36929;9
8377;Chur;Eingang;44739;5
8378;Sion;Ausgang;30696;10
8379;St. Gallen;Eingang;3383;9
8380;Bern;Ausgang;67331;6
8381;Zürich;Eingang;53632;12
8382;Basel;Ausgang;28554;1
8383;Lausanne;Eingang;36277;12
8384;Chur;Ausgang;66717;9
8385;Sion;Eingang;10968;4
8386;St. Gallen;Ausgang;54369;5
8387;Bern;Eingang;55533;12
8388;Zürich;Ausgang;47736;10
8389;Basel;Eingang;75025;6
8390;Lausanne;Ausgang;52937;3
8391;Chur;Eingang;37257;5
8392;Sion;Ausgang;60626;1
8393;St. Gallen;Eingang;73484;4
8394;Bern;Ausgang;74924;1
8395;Zürich;Eingang;226;12
8396;Basel;Ausgang;11444;6
8397;Lausanne;Eingang;52653;8
8398;Chur;Ausgang;42579;1
8399;Sion;Eingang;8927;6
8400;St. Gallen;Ausgang;39332;10
8401;Bern;Eingang;70779;2
8402;Zürich;Ausgang;29568;9
8403;Basel;Eingang;68394;1
8404;Lausanne;Ausgang;27009;1
8405;Chur;Eingang;23546;8
8406;Sion;Ausgang;39044;5
8407;St. Gallen;Eingang;59407;9
8408;Bern;Ausgang;47660;12
8409;Zürich;Eingang;75667;1
8410;Basel;Ausgang;68810;10
8411;Lausanne;Eingang;74737;4
8412;Chur;Ausgang;63251;12
8413;Sion;Eingang;24517;10
8414;St. Gallen;Ausgang;55445;6
8415;Bern;Eingang;61751;11
8416;Zürich;Ausgang;22513;4
8417;Basel;Eingang;39264;10
8418;Lausanne;Ausgang;42222;1
8419;Chur;Eingang;51104;11
8420;Sion;Ausgang;24717;2
8421;St. Gallen;Eingang;38474;11
8422;Bern;Ausgang;40230;9
8423;Zürich;Eingang;6241;5
8424;Basel;Ausgang;4156;3
8425;Lausanne;Eingang;44392;2
8426;Chur;Ausgang;11131;4
8427;Sion;Eingang;52720;3
8428;St. Gallen;Ausgang;61335;9
8429;Bern;Eingang;1454;6
8430;Zürich;Ausgang;66785;11
8431;Basel;Eingang;55245;4
8432;Lausanne;Ausgang;75922;1
8433;Chur;Eingang;17905;2
8434;Sion;Ausgang;18990;3
8435;St. Gallen;Eingang;28057;9
8436;Bern;Ausgang;608;7
8437;Zürich;Eingang;73780;7
8438;Basel;Ausgang;20559;4
8439;Lausanne;Eingang;52968;5
8440;Chur;Ausgang;40654;3
8441;Sion;Eingang;3511;1
8442;St. Gallen;Ausgang;45555;12
8443;Bern;Eingang;44819;8
8444;Zürich;Ausgang;71290;2
8445;Basel;Eingang;67651;7
8446;Lausanne;Ausgang;67498;6
8447;Chur;Eingang;37474;3
8448;Sion;Ausgang;46540;4
8449;St. Gallen;Eingang;55617;10
8450;Bern;Ausgang;38579;12
8451;Zürich;Eingang;67971;4
8452;Basel;Ausgang;21490;5
8453;Lausanne;Eingang;55594;2
8454;Chur;Ausgang;6900;9
8455;Sion;Eingang;21713;10
8456;St. Gallen;Ausgang;37873;11
8457;Bern;Eingang;13878;8
8458;Zürich;Ausgang;45533;12
8459;Basel;Eingang;72069;1
8460;Lausanne;Ausgang;30715;10
8461;Chur;Eingang;36047;11
8462;Sion;Ausgang;6374;5
8463;St. Gallen;Eingang;46887;1
8464;Bern;Ausgang;72939;7
8465;Zürich;Eingang;41399;6
8466;Basel;Ausgang;2805;3
8467;Lausanne;Eingang;46395;10
8468;Chur;Ausgang;43502;7
8469;Sion;Eingang;62192;2
8470;St. Gallen;Ausgang;28982;4
8471;Bern;Eingang;3087;1
8472;Zürich;Ausgang;51625;1
8473;Basel;Eingang;14343;6
8474;Lausanne;Ausgang;75185;1
8475;Chur;Eingang;39646;2
8476;Sion;Ausgang;13835;9
8477;St. Gallen;Eingang;40846;9
